A1BG,0.521884431882837
A2M,0.260486714066996
AAAS,0.488746840161956
AACS,0.696333072132343
AAK1,0.539287642594765
AAMDC,0.618796083388471
AAMP,0.714253612645631
AAR2,0.362273255691931
AARS,0.846325998688177
AARS2,0.54493093203208
AARSD1,0.688356596765682
AASDHPPT,0.51433120054599
AASS,0.568901824320527
AATF,0.598962716480843
ABAT,0.870863104202038
ABCB10,0.573862179220805
ABCB6,0.644783018546574
ABCB7,0.611918528866054
ABCB8,0.442561207642213
ABCC1,0.472262734064141
ABCC4,0.8582198969292
ABCD1,0.430530278150316
ABCD3,0.690928983904034
ABCE1,0.666148009372775
ABCF1,0.730785960399914
ABCF2,0.72953735574708
ABCF3,0.661050874384872
ABHD10,0.661092608979293
ABHD11,0.697113821593106
ABHD12,0.61368940289851
ABHD14B,0.762378397226972
ABHD16A,0.616666961295407
ABI1,0.31832710970807
ABI2,0.285284101107603
ABLIM1,0.799131904938735
ABR,0.744094096247808
ABRACL,0.501571725512265
ABRAXAS2,0.51234294171058
ACAA1,0.632797405103315
ACAA2,0.778000909446242
ACACA,0.589351503176254
ACAD10,0.750933430294595
ACAD8,0.854842043495556
ACAD9,0.749657913345071
ACADM,0.543166823481862
ACADS,0.542169699439812
ACADSB,0.755075012169822
ACADVL,0.799523524575628
ACAP2,0.486461528490997
ACAT1,0.81486403034986
ACAT2,0.825806022174767
ACBD3,0.600072633745751
ACE,0.503373567279643
ACIN1,0.37385644999946
ACLY,0.704147414804788
ACO1,0.678290328821161
ACO2,0.655569062490958
ACOT13,0.508641706752276
ACOT7,0.717815274332835
ACOT8,0.436510421488703
ACOT9,0.695213536499365
ACOX1,0.706081404914835
ACOX3,0.609301563923534
ACP1,0.674943530191853
ACP2,0.393051884067387
ACP6,0.713949593262908
ACSF2,0.469258547269939
ACSF3,0.405297945572686
ACSL1,0.774151009236281
ACSL3,0.586116719660623
ACSL4,0.735417472387829
ACSL5,0.84724155977505
ACSS1,0.885398455963994
ACSS2,0.615309718133751
ACSS3,0.255178367221832
ACTBL2,0.405708300413149
ACTG1,0.235522604156316
ACTL6A,0.629240465242831
ACTN1,0.768940243458219
ACTN4,0.684423466374449
ACTR10,0.3345550541736
ACTR1A,0.543091079797031
ACTR1B,0.605768438103897
ACTR2,0.698777125780816
ACTR3,0.76801848640745
ACTR3B,0.630396298680058
ACTR5,0.406957782179482
ACY1,0.848879872632557
ACYP1,0.718066595815022
ACYP2,0.714344708671939
ADA,0.76149284408997
ADAM10,0.696143093186594
ADAM17,0.612223898024935
ADAM9,0.794098986891819
ADAR,0.563248403624374
ADD1,0.494660048806709
ADD2,0.776012605422657
ADD3,0.615124418319651
ADGRE5,0.308064590017739
ADGRL2,0.239556085329785
ADH1B,0.825037956251291
ADH5,0.749124516032555
ADI1,0.623778546561934
ADIRF,0.576603915319528
ADK,0.596796314602422
ADNP,0.763056465215591
ADO,0.263142845630506
ADPGK,0.333846051992758
ADPRH,0.820775781050618
ADPRHL2,0.740122731393384
ADRM1,0.281736817421019
ADSL,0.734214604727646
ADSS,0.59593352958881
ADSSL1,0.724498765805936
AEBP1,0.763754174374984
AFAP1L2,0.876410249561852
AFDN,0.612089919202413
AFG3L2,0.847108900588386
AFM,0.423256309141511
AGAP3,0.149950378016741
AGFG1,0.321398181760548
AGFG2,0.455306333840135
AGK,0.572121458631284
AGL,0.520302613431406
AGO1,0.421825372339244
AGO2,0.684882627133594
AGO3,0.67922416343086
AGPAT1,0.378084271594837
AGPAT3,0.611795291256652
AGPAT5,0.777930588674701
AGPS,0.625663692400353
AGR2,0.659672330121202
AGRN,0.409428867622196
AGT,0.257275940252415
AGTRAP,0.572878103440834
AHCTF1,0.406729171605374
AHCY,0.734950286284008
AHCYL1,0.642296102255749
AHCYL2,0.0964759764762072
AHDC1,0.379138525010877
AHNAK,0.404178205422652
AHNAK2,0.608535032119352
AHR,0.498826329134824
AHSA1,0.833184069967425
AHSG,0.600898939831269
AIDA,0.141684368431907
AIF1,0.633627032855374
AIF1L,0.553467934179978
AIFM1,0.754413905176997
AIMP1,0.474172667779578
AIMP2,0.406323176053129
AIP,0.533292747274151
AK1,0.749882986579546
AK2,0.623664933733672
AK3,0.797275925023684
AK4,0.661509618938347
AKAP12,0.732835020186808
AKAP13,0.654613750903526
AKAP8,0.609566909049653
AKAP8L,0.567840110870549
AKAP9,0.715390785397523
AKR1A1,0.567626626105001
AKR1B1,0.820605351627066
AKR1C3,0.79009447786561
AKR7A2,0.646906852565489
AKT1,0.767596027658899
AKT1S1,0.17467334668917
AKT2,0.628267414853662
ALAD,0.439501393854321
ALB,0.403535333293035
ALCAM,0.903901507909198
ALDH16A1,0.723539026895869
ALDH18A1,0.605039325461075
ALDH1A1,0.722923980490697
ALDH1A2,0.847229051170362
ALDH1A3,0.851710043534377
ALDH1B1,0.687385277767322
ALDH1L2,0.74421597839473
ALDH2,0.915677971890366
ALDH3A2,0.865230229925847
ALDH4A1,0.860551755481315
ALDH5A1,0.642298378156331
ALDH6A1,0.786455055061908
ALDH7A1,0.803521028389257
ALDH9A1,0.816599360293132
ALDOA,0.733628760398575
ALDOC,0.743174114876228
ALG1,0.551833960766461
ALG11,0.646155298921186
ALG2,0.671511110090404
ALG5,0.641089178001026
ALG8,0.507003228404933
ALG9,0.281920321917802
ALKBH4,0.3521227122514
ALKBH5,0.495150066961524
ALOX5,0.762085841763293
ALPL,0.843278727298027
ALYREF,0.611103032080819
AMBP,0.489426833746097
AMDHD2,0.572359074196675
AMPD2,0.622613644522984
