"","1","3","5","6","9","11","17","29","30","32","34","35","37","38","41","45","51","52","53","54","55","56","59","60","62","63","64","71","83","86","87","88","89","91","94","104","106","110","111","119","127","133","134","135","136","140","147","150","151","153","154","155","156","157","158","165","166","167","170","171","172","173","175","176","177","178","180","182","184","185","186","190","192","194","197","199","200","201","202","204","207","1001","1003","1004","1005","1006","1007","1008","1009","1010","1011","1012","1013","1014","1015","1016","1017","1018","1019","1020","1021","1022","1023","1024","1025","1026","1028","1029","1030","1031","1032","1033","1036","1037","1038","1039","1042","1043","1046","1047","1049","1050","1052","1053","1054","1057","1058","1059","1060","1061","1062","1066","1067","1069","1072","1129","1133","1149","1170","1175"
"683665",3.827969,1.490631,2.120559,5.552208,0.801777,-3.760876,5.309517,3.222472,6.375657,1.622862,5.770021,5.338065,6.199416,5.829033,0.18681,3.284292,6.074193,5.793046,-2.112166,3.849949,2.568073,7.614213,7.44514,1.266432,2.57656,6.953182,4.490008,8.118787,-0.590024,0.588495,-2.575513,4.789262,6.49877,6.885898,7.35329,-2.965693,2.958576,6.192545,3.570255,5.38373,6.38499,-3.021317,-0.545379,-4.458221,-1.826907,-4.680571,7.634595,4.318606,3.191852,1.330077,3.324703,0.46161,2.238093,-0.966924,3.157777,6.232436,1.505276,0.683162,-0.206256,2.036921,1.521364,2.195744,0.427778,1.741596,3.708289,0.133623,-3.712366,-3.748115,2.67441,2.977124,3.378893,0.335966,6.391369,-3.08586,-1.125213,3.695038,-5.616317,-4.632225,4.701211,2.205522,2.68673,4.859853,-4.658469,-5.274735,6.084682,-3.095542,-1.433119,-2.386654,5.639523,3.986912,-4.348613,-0.100731,4.644796,1.970838,2.29231,-3.995589,6.814204,6.927982,2.964571,6.714201,3.506612,-1.657882,5.596436,-2.051208,7.425195,1.302238,5.961435,4.566255,3.884219,-3.865414,4.141737,6.764077,4.985329,1.146869,2.051963,4.950648,6.82021,5.66272,3.274428,2.864082,1.850559,0.686664,4.830427,-1.583236,0.758995,-4.124943,-0.069539,-1.980651,-0.291832,2.579828,2.466039,1.812056,5.099241,5.99127,4.74672,5.848781,3.991509,-1.975136,1.805149,3.57399
"683667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.388497,4.550601,0.499529,1.772154,-3.885508,7.689048,5.008639,3.600956,2.64665,3.553176,3.442528,3.038826,-0.209172,3.076562,5.613036,3.848243,3.279156,4.338233,5.655166,2.638441,2.515251,3.708692,6.415872,4.882075,1.97259,-4.360281,0.186743,2.239531,3.617477,7.505251,3.509857,7.044821,-2.276195,0.582537,5.168011,-1.604669,-4.318847,5.297388,3.647358,3.021522,10.286561,-3.975496,-4.850955,2.322735,1.32923,-6.35629,-0.478829,5.109658,2.382246,1.46023,-0.066314,2.578478,5.475246,4.087255,-4.274988,2.557445,3.225417,3.640023,5.631757,1.170289,-1.544704,1.612397,1.505944,3.317562,1.317105,5.209661,2.786601,5.060279,-5.885787,3.442371,6.038876,3.477056,2.084477,1.972044,6.305328,2.560602,4.597556,3.899522,4.408505,4.767255,1.901688,2.626453,1.059027,3.692572,-2.998932,0.400778,-0.093973,-1.271083,5.88939,5.252229,5.444736,5.843412,4.985105,3.410192,4.73255,3.869798,-1.733143,3.375968,4.62709
"684052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.533427,0.771769,-3.376472,-0.236235,-4.924239,4.836022,4.437134,3.753541,0.157592,5.587342,0.68065,2.962105,0.110262,3.392224,6.266011,5.036873,1.568188,0.199244,3.803689,2.536327,1.097866,5.513838,8.466202,2.862951,2.503633,-4.92861,-0.285327,-0.502757,2.338956,2.975586,2.34723,5.53014,-2.260355,-0.010454,6.684493,-2.258275,-5.99947,4.578151,2.730903,3.706927,7.860413,-7.112436,-4.979822,0.775562,-1.496899,-5.848644,0.473313,3.340902,2.160573,4.43567,0.814756,4.620763,3.109553,2.155479,-1.82809,3.714409,5.832317,2.770312,4.96776,3.303591,-0.144609,4.471694,-0.331976,6.715059,4.017478,5.314755,2.954243,5.250291,-4.456366,3.726071,5.625129,3.977484,5.424399,4.22859,5.70528,6.340008,6.285596,4.421107,5.898027,5.384878,5.384767,5.578164,5.085774,1.778221,3.022897,5.761333,4.281429,1.596247,5.346627,5.159223,2.715878,5.210281,4.237481,5.742892,6.714965,3.282152,-2.921642,2.208358,1.678196
"684055",5.457453,2.712723,3.624351,5.741999,1.465161,2.230729,6.26288,3.840777,2.934077,3.602096,5.337817,4.67452,5.924602,2.860227,5.345504,2.750826,4.078735,2.858726,-0.045722,2.556418,6.102112,5.143049,6.076867,2.638894,4.348722,2.186483,2.478172,5.166096,3.899734,1.244741,3.021673,3.764309,6.817759,8.004856,6.362577,-3.346971,6.954116,3.399804,6.625299,5.758769,3.748865,-2.413757,-0.464431,-3.109945,-4.843115,-3.570372,5.950716,4.395803,1.895083,1.400092,5.599747,0.915238,3.606241,0.085848,4.23753,6.552109,4.426638,2.689854,-0.420853,2.427414,2.731482,2.043222,1.246557,2.431616,5.21754,1.107553,-5.496099,-1.281479,-1.501273,0.115978,4.836718,0.475361,6.64929,-2.434636,-0.480433,5.572682,-2.508278,-4.198233,1.319024,2.470522,3.245095,7.004047,-6.979176,-5.890316,-0.146882,-1.615959,-5.660727,-1.416414,2.936486,3.178149,1.471189,0.602573,4.575317,5.139893,2.743163,-2.463961,5.013987,5.683549,3.878526,3.122202,2.922531,-2.282763,4.056304,-2.082146,3.444818,-0.525536,4.839934,3.225935,4.047392,-5.151019,2.828106,6.176463,4.863117,0.964262,4.075888,5.855405,6.270331,3.642703,3.156625,2.684867,4.610518,-0.74824,2.21134,0.915325,-0.316171,-3.680094,3.413564,0.123731,2.875741,6.179703,1.545801,3.647883,5.156425,4.468478,3.48737,2.935791,2.468481,-1.025733,2.557677,1.246618
"684057",6.177945,2.71328,3.208216,2.671871,1.482183,2.062629,7.901639,2.634967,4.12753,5.346999,4.215039,3.405319,6.253164,6.389974,6.007588,2.494072,5.701991,5.833998,0.628669,6.422752,6.967883,6.383421,7.726779,3.080401,6.146188,3.88234,5.003811,7.88398,2.253695,2.081055,4.944419,6.281693,6.775774,7.093617,7.627018,-4.568139,2.815896,8.392735,7.931625,6.355379,7.846441,-0.242285,3.206106,-1.535699,0.341014,-2.935497,7.214968,5.018599,4.77967,0.021256,6.010704,0.535024,2.536226,0.271094,1.654415,6.510779,4.308124,2.465922,0.862753,1.939996,2.510351,2.166049,1.631168,4.416278,7.475859,1.339894,-3.91217,-0.988238,-5.323913,-2.090684,6.632657,1.613086,5.646698,-2.52485,-0.247191,4.652825,-3.878875,-2.837995,3.889006,1.696609,5.748523,8.391005,-7.164572,-5.551519,1.199063,-1.415101,-6.780268,-0.831701,5.556926,3.518364,1.420659,0.366726,2.568876,4.223853,4.158497,-2.79008,1.058448,4.305218,0.624584,5.673848,0.159125,-2.004235,2.069077,-4.105555,4.901251,1.633988,3.589065,3.423937,4.495346,-4.439848,1.576343,4.529101,1.816328,0.17692,2.575329,5.991352,5.064372,6.392269,1.256022,4.223113,1.344527,0.002473,4.880847,-1.065521,-0.283954,-4.216971,-2.991458,-2.369833,2.342638,4.311074,3.314183,3.361084,5.709446,4.251851,4.679426,5.23288,2.981479,-0.122957,2.493732,1.780458
"684059",5.33446,2.920095,5.178677,4.052952,5.478771,2.72454,6.826402,2.262218,5.748115,5.038357,2.69042,6.047283,5.812025,6.118648,6.108384,2.968359,5.860228,3.393263,-0.312781,5.12592,5.039199,5.893791,5.64017,2.97301,4.935753,3.944194,5.694382,5.698749,1.85618,4.353713,3.221746,5.776739,5.272093,6.765179,6.411144,-2.714573,6.391656,4.589405,5.742293,4.746425,5.850377,-2.968049,-0.265099,-3.923994,-5.612185,-5.558114,4.802389,4.073781,2.966017,0.430795,5.37007,0.258834,-0.207196,-1.125331,4.98171,6.169042,3.845822,3.63578,-0.600589,0.296477,1.887237,2.405658,1.908068,4.622773,7.06854,0.083924,-3.857592,-4.772798,1.223513,2.714589,2.910372,-0.974087,3.850941,-3.389005,-0.06573,3.997775,-2.309938,-5.137683,1.196401,0.388042,1.109466,7.775227,-10.579718,-5.158076,0.628144,-1.358038,-7.647177,-1.908122,4.973349,3.915305,0.246474,0.436788,2.896586,5.719085,2.507355,-2.455123,1.797704,6.200593,1.818264,6.256413,0.107368,-1.831895,2.783779,-2.3559,6.296138,2.427566,4.22815,2.552482,2.46708,-5.628989,2.977016,4.06165,5.38162,-0.179532,1.243372,6.116304,5.358321,6.018685,1.103646,5.12163,5.143983,1.921416,4.055557,3.372335,-1.297945,-4.012425,-1.072986,-1.295263,2.80125,5.455854,5.780871,-0.195776,5.15193,1.961027,5.687143,6.058028,1.738911,-2.896684,2.596218,0.719538
"684062",3.954488,0.083814,3.540163,5.191223,2.443964,2.45697,6.84194,1.836697,6.831892,5.7291,5.822416,2.267368,4.698552,5.413987,6.035437,5.852555,4.77773,4.8186,1.791496,5.22445,5.068808,6.516894,7.38265,4.019169,6.31317,2.38991,6.15484,7.859141,3.189317,5.327523,4.12956,3.802695,5.958727,4.123821,6.357845,-2.544345,3.927083,7.321287,5.548249,5.491918,5.694111,-1.074237,1.561433,-0.835826,-0.666783,-3.154078,5.462654,4.448102,5.949967,3.494226,6.314271,3.848813,3.654639,0.189449,2.89014,6.957896,4.108561,5.215525,-0.804847,2.375143,4.068307,3.587375,3.394282,5.6849,7.995813,2.251687,-2.904457,1.644996,-2.885955,-1.257645,5.723947,1.858316,5.774224,-2.585596,-1.631672,4.865788,-3.022323,-2.981514,3.953388,3.658913,6.282678,6.990089,-5.929627,-4.940456,3.043455,0.193824,-6.159591,-0.515221,4.368519,1.418909,0.671193,0.307675,3.876081,4.538448,3.764013,-4.160665,1.625452,5.348367,1.145104,4.459377,1.289293,-0.574011,4.091102,-2.022476,6.093548,3.968306,3.007883,4.540733,6.917073,-5.319362,2.216649,3.126855,5.764284,2.347783,4.122,5.616035,5.914983,6.234337,2.453857,6.556386,4.840732,4.97795,6.279265,1.485774,1.509023,-2.334331,2.480513,0.480824,2.534454,5.878736,6.201988,5.669156,6.366576,5.85894,2.700231,5.64344,3.097402,-0.834322,2.216095,0.812216
"684681",5.429563,0.926814,6.187608,2.379769,4.074435,1.610128,5.192934,4.547153,3.838928,5.477718,3.947071,1.036778,4.675106,4.641152,2.306003,3.579228,3.738057,5.292979,-1.290847,5.089995,2.590619,4.836352,6.755815,0.101385,6.747982,5.85551,4.088137,5.47567,2.507146,4.329033,0.053222,3.028699,5.970015,5.07885,6.32407,-1.560026,4.045461,6.446204,4.954485,4.242512,3.130242,3.94028,7.772287,5.162028,0.804167,-2.928301,7.973794,4.926548,5.540243,3.255859,6.19237,3.574286,6.140929,1.800631,3.892823,10.746416,3.072025,6.033894,6.879181,4.590612,5.819745,5.675582,3.4072,6.469457,6.877933,4.087741,-1.737675,3.473304,4.51751,6.254931,4.268563,5.951728,5.912017,1.63048,0.140895,3.786585,0.255407,-2.902428,5.441169,5.121164,4.33269,11.129708,-2.206342,-5.454499,3.770087,1.177773,-5.314392,1.985116,5.654025,3.44147,4.607466,2.320229,5.490361,2.223282,5.618068,1.085475,5.038579,5.416088,3.104169,5.795685,4.282659,-1.621435,3.331216,-1.268014,5.188812,-1.6776,4.406614,5.699898,4.010761,-4.298931,3.028667,6.820092,5.982259,2.297945,3.528709,5.38761,4.696624,7.029,4.540692,6.619402,4.403492,3.857583,4.248338,0.77974,5.053014,-1.615214,3.324435,0.74662,0.045125,5.98442,4.933526,1.914976,4.716296,2.022967,4.44744,5.145429,3.322574,-0.491186,5.088469,2.443202
"687448",4.199167,2.138747,5.883564,5.045526,-1.416446,1.704538,3.290203,-3.663312,4.026026,4.625451,4.286323,3.348481,5.099416,4.203859,5.262616,3.558461,-2.102637,3.89734,1.429406,5.309571,3.514761,-1.164376,6.373935,1.845868,5.614737,6.27741,5.898596,1.985128,-1.576321,2.672077,1.834796,0.428949,4.445386,5.812962,2.822537,-7.396213,3.035057,6.609551,4.006132,4.65378,1.176271,0.242848,0.570172,3.952399,0.735651,-9.160516,7.206526,4.189013,6.338962,2.452656,1.017187,1.562437,2.114297,-0.653728,-0.285336,4.713325,1.082466,6.996632,-0.418558,3.445181,1.665848,-0.19293,5.299606,8.052739,6.328006,6.788261,-3.512509,-0.32871,1.419391,5.361477,2.936995,3.610154,5.876219,-1.065607,-3.437456,5.691983,-1.253199,-0.552166,4.052557,2.529855,3.110943,7.954843,-5.221649,-4.916247,1.735387,1.962967,-4.71221,0.357526,5.714699,2.95136,4.453063,1.252971,4.895946,0.548564,0.479,-0.746461,4.714951,5.336381,4.713148,5.795209,1.922819,-1.082261,5.055862,1.308847,5.543103,-1.113595,5.10865,3.312176,5.305282,-2.753227,2.923441,3.650617,1.14941,2.914596,3.811018,5.620329,4.895509,6.490019,0.782296,1.979881,5.124495,0.970399,5.189156,NA,NA,-1.215714,3.506958,1.91379,-1.625724,-0.033619,NA,3.695874,4.562385,3.962862,3.803491,4.610688,5.140778,-0.355887,3.037548,4.306897
