"x"
"A1BG"	0.146700793091232
"A2M"	0.322805556418338
"A2ML1"	0.809931814893169
"AAAS"	0.147259910916934
"AACS"	0.852347930488087
"AAGAB"	0.729506205713941
"AAK1"	0.636141255470073
"AAMDC"	0.405637647524011
"AAMP"	0.593407301153466
"AAR2"	0.479532370391532
"AARS"	0.83301786767421
"AARS2"	0.517655063743334
"AARSD1"	0.667596183470657
"AASDHPPT"	0.575298595657458
"AASS"	0.619389210295407
"AATF"	0.265104587417717
"ABAT"	0.922054885085179
"ABCA1"	0.042643827834019
"ABCA2"	-0.127144441004155
"ABCA3"	0.675829549225143
"ABCB10"	0.584390793319546
"ABCB6"	0.648394577248241
"ABCB7"	0.386332425372686
"ABCB8"	0.0895279665567893
"ABCC1"	0.533092729178115
"ABCC10"	0.281587195668584
"ABCC3"	0.628515696459055
"ABCD1"	0.631497018585043
"ABCD3"	0.463222862439015
"ABCE1"	0.646326101995152
"ABCF1"	0.737302686346038
"ABCF2"	0.828369338729066
"ABCF3"	0.663271171463925
"ABHD10"	0.613478387965474
"ABHD11"	0.74967677756646
"ABHD12"	0.607316064721008
"ABHD14B"	0.71407650274932
"ABHD16A"	0.28116358563854
"ABHD4"	0.557499986009662
"ABHD5"	0.336972016377175
"ABHD6"	0.445873230594931
"ABI1"	0.41878793196821
"ABI2"	0.426544131399222
"ABI3"	0.637731093454256
"ABI3BP"	0.784697181293197
"ABL1"	0.541059700390927
"ABL2"	0.506491878270733
"ABLIM1"	0.742453050981769
"ABLIM2"	0.559351618193353
"ABLIM3"	0.852007783780327
"ABR"	0.699601885582335
"ABRACL"	0.3662042383406
"ABRAXAS1"	0.223756534361033
"ABRAXAS2"	0.415751658358974
"ABT1"	0.599252051218516
"ABTB2"	0.356426874844035
"ACAA1"	0.692918597003587
"ACAA2"	0.651528988719142
"ACACA"	0.870858678251677
"ACACB"	0.666228328010488
"ACAD10"	0.50648025228041
"ACAD8"	0.792629988319578
"ACAD9"	0.480002590205122
"ACADM"	0.752888266764886
"ACADS"	0.67764779776385
"ACADSB"	0.852023733057359
"ACADVL"	0.513537377935463
"ACAN"	0.57220340513655
"ACAP1"	0.807560569328621
"ACAP2"	0.586807533474822
"ACAP3"	0.381714907530877
"ACAT1"	0.778367911539788
"ACAT2"	0.734924110615891
"ACBD3"	0.529481257175816
"ACBD5"	0.584057544411609
"ACBD6"	0.55724481743315
"ACBD7"	0.575880823060578
"ACD"	0.309356016601344
"ACE"	0.584669167181919
"ACIN1"	0.229248090295398
"ACLY"	0.537293239670172
"ACO1"	0.805375489125866
"ACO2"	0.545205483042198
"ACOT11"	0.819593699535376
"ACOT13"	0.4312459654317
"ACOT2"	0.371261052284838
"ACOT4"	0.440164379902449
"ACOT7"	0.81345516684519
"ACOT8"	0.453905661478961
"ACOT9"	0.82196421754523
"ACOX1"	0.751711356737422
"ACOX3"	0.780358009080837
"ACP1"	0.459568233819515
"ACP2"	0.751099184439411
"ACP5"	0.566355287195617
"ACP6"	0.818856779348247
"ACPP"	0.756262693518717
"ACSF2"	0.759655627593605
"ACSF3"	0.632973283123415
"ACSL1"	0.791454836827765
"ACSL3"	0.749511690262334
"ACSL4"	0.782377159196673
"ACSL5"	0.692625321234316
"ACSS1"	0.872839469118248
"ACSS2"	0.810311523398584
"ACSS3"	0.87508901035355
"ACTA1"	0.176834344341651
"ACTA2"	0.422977891247244
"ACTB"	0.559155240708888
"ACTBL2"	-0.00737181265821797
"ACTG1"	0.0515636655768542
"ACTL6A"	0.517631805107983
"ACTL8"	0.647700364344024
"ACTN1"	0.708352934206035
"ACTN4"	0.531203031129696
"ACTR10"	0.266593329728111
"ACTR1A"	0.41203629752994
"ACTR1B"	0.6117172065677
"ACTR2"	0.53813418388256
"ACTR3"	0.570081872244047
"ACTR3B"	0.388090278585269
"ACTR5"	0.523695484512882
"ACTR6"	0.262694145309532
"ACTR8"	0.498365056051252
"ACY1"	0.80788623272853
"ACYP1"	0.633689395512267
"ACYP2"	0.175674843131049
"ADA"	0.750371117284074
"ADA2"	0.417404835788967
"ADAL"	0.529487851572871
"ADAM10"	0.559110112611431
"ADAM15"	0.451693597882959
"ADAM17"	0.376995039609299
"ADAM9"	0.724770290096584
"ADAMTS12"	0.716802096256439
"ADAMTS2"	0.575473012016629
"ADAMTS4"	0.431850206363667
"ADAMTS7"	0.236635112669735
"ADAMTSL2"	0.517196752799789
"ADAMTSL4"	0.561179793818014
"ADAP1"	0.399917423034701
"ADAP2"	0.435276919219175
"ADAR"	0.763438040665768
"ADARB1"	0.697756936511689
"ADAT1"	0.57824455421398
"ADAT3"	-0.0629416459974718
"ADCK1"	0.332390082878438
"ADCK5"	0.323134820530492
"ADD1"	0.447261341955568
"ADD2"	0.436527192408269
"ADD3"	0.716247805253637
"ADGRE2"	0.11830888641202
"ADGRE5"	0.606127806276733
"ADGRF5"	-0.161886302369517
"ADGRG1"	0.363185187991568
"ADGRL1"	-0.120359566878581
"ADGRL2"	0.390009377186355
"ADGRL4"	-0.18776096730866
"ADH1B"	0.816543728695723
"ADH1C"	0.723074595801648
"ADH5"	0.599765952319016
"ADHFE1"	0.630530123145901
"ADI1"	0.70528120344058
"ADIPOR1"	0.584386024132052
"ADIRF"	0.636092732866078
"ADK"	0.5883389888361
"ADNP"	0.675648700323281
"ADNP2"	0.390668254965305
"ADO"	0.488862762691151
"ADPGK"	0.619622904056083
"ADPRH"	0.559967529224039
"ADPRHL2"	0.563362719069686
"ADRM1"	0.128739749413315
"ADSL"	0.732038114442974
"ADSS"	0.661880037565142
